battery_id,source_cycle_index,cycle,discharge_capacity_ah,charge_capacity_ah,avg_voltage_v,max_temperature_c,internal_resistance_mohm,ambient_temperature_c,avg_discharge_current_a,discharge_duration_s
B0018,2,1,1.8550045207910817,,3.5275462263272543,38.10180309676608,65.15815158455216,24.0,1.9541761960216968,3434.891
B0018,6,2,1.8431955317089987,,3.534835576186522,38.14987995994155,62.69644718508349,24.0,1.9474374301153292,3425.485
B0018,10,3,1.8396018424355423,,3.538246596159443,37.5266914843442,61.378430586047635,24.0,1.9520511323479741,3410.375
B0018,14,4,1.8306736044962053,,3.537697945111872,37.06279237079503,61.337248614497156,24.0,1.9460914562122762,3404.719
B0018,17,5,1.8327002069419656,,3.542667604586918,38.2110354381278,61.434033005665256,24.0,1.9412796601390512,3417.641
B0018,19,6,1.8285288846046388,,3.5451037330477333,38.17496505957075,61.434033005665256,24.0,1.9400338819083036,3411.766
B0018,21,7,1.8212011895697924,,3.5475142438631493,37.64038685475582,62.46407536667202,24.0,1.9335667184847714,3399.516
B0018,23,8,1.8151700106433282,,3.544812433691423,37.37602884738843,62.46407536667202,24.0,1.9332161326561408,3388.75
B0018,26,9,1.8042980520967649,,3.5434780274164095,37.28928029078695,62.46407536667202,24.0,1.9325959489970461,3380.406
B0018,29,10,1.8231002302844226,,3.543133206790044,37.52377766578506,59.112261419144176,24.0,1.9387520938161948,3404.141
B0018,31,11,1.8121253520255494,,3.545155146280937,37.72420412562674,59.112261419144176,24.0,1.9319248326301843,3396.141
B0018,33,12,1.8046916382117766,,3.545032366549762,37.41366095304306,61.05488892245489,24.0,1.9249594896453863,3384.094
B0018,35,13,1.790844349786295,,3.5440892170496827,36.94724908852665,61.05488892245489,24.0,1.9179528942264992,3370.656
B0018,38,14,1.783470722841926,,3.541317108618481,36.707091312059944,61.05488892245489,24.0,1.917373033348097,3357.797
B0018,41,15,1.7809386125310702,,3.541197979542517,37.13061214416645,61.00929812130678,24.0,1.9180652422275581,3363.015
B0018,43,16,1.771209039672698,,3.541255460524434,37.686600065941576,61.00929812130678,24.0,1.9106033469326071,3357.734
B0018,45,17,1.7686303996707076,,3.5427478949705886,37.633580732302406,60.64904573360479,24.0,1.909404549449075,3344.187
B0018,47,18,1.7536304801917124,,3.541251093602656,37.15252578645951,60.64904573360479,24.0,1.8960567702455413,3339.969
B0018,50,19,1.7462197416415093,,3.5350260562177453,36.78829001793698,60.64904573360479,24.0,1.8948411660605735,3327.641
B0018,53,20,1.7376647337053737,,3.5326627624319777,36.541146197392216,62.194818682676214,24.0,1.90021436299665,3312.844
B0018,55,21,1.7315166735475835,,3.5333109441755526,36.372087786130464,62.194818682676214,24.0,1.8936767267608487,3302.031
B0018,57,22,1.7085949894470602,,3.52738705832889,36.52608510498833,61.064791531354786,24.0,1.8739718829459886,3305.547
B0018,59,23,1.711469957068211,,3.5296025965720452,36.476252762052624,61.064791531354786,24.0,1.8791764961687347,3289.562
B0018,62,24,1.7075021373272627,,3.5289707694229833,36.377208902376694,61.064791531354786,24.0,1.8780560689384003,3283.797
B0018,65,25,1.7492382064360228,,3.5322741848919814,36.64000948247426,59.5969662678692,24.0,1.8993718818269214,3325.235
B0018,67,26,1.7327697147429955,,3.532438322521663,37.38165499248184,59.5969662678692,24.0,1.8926958551018211,3317.547
B0018,69,27,1.7222313328292376,,3.5363211310943603,37.59824760372582,62.87106178477314,24.0,1.8783667048362822,3311.766
B0018,71,28,1.711846298984729,,3.533535274219931,37.560555155163414,62.87106178477314,24.0,1.870834339681941,3305.218
B0018,74,29,1.699267835126687,,3.527012841842043,37.52114200586718,62.87106178477314,24.0,1.8696567234639716,3295.453
B0018,77,30,1.6940366439243106,,3.52925730014011,37.21887096740918,60.950750415217584,24.0,1.8623726014599724,3287.0
B0018,79,31,1.6819027078768087,,3.527821497534469,37.33441415744885,60.950750415217584,24.0,1.8547843408980225,3276.922
B0018,81,32,1.6769770618433686,,3.525692957415014,37.7331798444306,62.79037977354894,24.0,1.8538766950740675,3268.687
B0018,83,33,1.6655229306478936,,3.5243962482347273,37.84649344841882,62.79037977354894,24.0,1.845735037450336,3260.594
B0018,86,34,1.6571924575832084,,3.520797576383474,37.670164941661795,62.79037977354894,24.0,1.8382538558498933,3258.812
B0018,89,35,1.6482241555294048,,3.519457281260753,37.53185198546868,62.054327669918884,24.0,1.8435676915974055,3243.422
B0018,91,36,1.6387701497987262,,3.513165600287965,37.593333753421376,62.054327669918884,24.0,1.83704467002657,3236.515
B0018,93,37,1.6276486907262062,,3.517217159454334,37.361410110678264,61.268740469423285,24.0,1.8211904293154166,3230.734
B0018,95,38,1.62215370227252,,3.5120091114107965,37.899803246715464,61.268740469423285,24.0,1.8270453339799269,3222.093
B0018,98,39,1.6140066510467586,,3.50911052654104,38.03149707759718,61.268740469423285,24.0,1.819052179250902,3220.344
B0018,101,40,1.6760516154424623,,3.516106699716392,37.42220155418978,62.7057717757101,24.0,1.8693745969498121,3250.75
B0018,103,41,1.649300642552199,,3.519010068254593,37.32511174435206,62.7057717757101,24.0,1.839770443871628,3239.344
B0018,105,42,1.63238299185809,,3.5124212742229295,37.31088262198154,60.23011017356374,24.0,1.837963396328485,3222.25
B0018,107,43,1.6164159719025777,,3.50815215295169,37.232346556887364,60.23011017356374,24.0,1.8296109578903785,3206.157
B0018,110,44,1.6109028378249377,,3.508648568515266,36.94850857727268,60.23011017356374,24.0,1.8210831511954937,3197.969
B0018,113,45,1.5954638693695657,,3.5051993439595477,37.002663545357386,61.801794410442106,24.0,1.8199201144788144,3181.625
B0018,116,46,1.726707440085764,,3.523165280193865,36.71025442949399,61.801794410442106,24.0,1.8951156248467713,3302.36
B0018,118,47,1.7165673917429753,,3.527269876472835,36.72807623650589,61.801794410442106,24.0,1.8867694858233446,3285.812
B0018,120,48,1.6958235570934848,,3.526762654741574,36.72959308355185,63.35998574164574,24.0,1.8786631828974334,3260.016
B0018,122,49,1.6777783190792557,,3.523020179476104,36.787462351640364,63.35998574164574,24.0,1.8704748023295987,3240.031
B0018,124,50,1.6606586897774192,,3.519792345798265,36.75689163314213,63.35998574164574,24.0,1.8562833971202242,3232.265
B0018,127,51,1.6664109274827466,,3.5251014582287223,37.350157630970955,63.35998574164574,24.0,1.8625354754370638,3232.031
