battery_id,source_cycle_index,cycle,discharge_capacity_ah,charge_capacity_ah,avg_voltage_v,max_temperature_c,internal_resistance_mohm,ambient_temperature_c,avg_discharge_current_a,discharge_duration_s
B0005,1,1,1.8564874208181574,,3.5298286688693397,38.98218133148803,44.66870036616091,24.0,1.8187019641679727,3690.234
B0005,3,2,1.846327249719927,,3.5373201277859714,39.033397966787035,44.66870036616091,24.0,1.8175598506612867,3672.344
B0005,5,3,1.8353491942234077,,3.5437367282719,38.818796689817404,44.66870036616091,24.0,1.8164865418840956,3651.641
B0005,7,4,1.8352625275821128,,3.5436661072601456,38.7623045063458,44.66870036616091,24.0,1.8255891938692528,3631.563
B0005,9,5,1.8346455082120419,,3.5423432526672167,38.66539257343368,44.66870036616091,24.0,1.8261139590277586,3629.172
B0005,11,6,1.8356616600675495,,3.5413347346347575,38.75169504640032,44.66870036616091,24.0,1.8168108743168803,3652.281
B0005,13,7,1.8351461429226603,,3.5410250495075215,38.8207012322275,44.66870036616091,24.0,1.816791144707133,3650.828
B0005,15,8,1.8257567905665537,,3.554133296801584,38.51713023385634,44.66870036616091,24.0,1.8443412120754061,3572.453
B0005,17,9,1.8247738529891333,,3.5529355991467955,38.526267904657,44.66870036616091,24.0,1.853972745505648,3550.594
B0005,19,10,1.824613268496936,,3.5512057319376997,38.52698128472781,44.66870036616091,24.0,1.8535899338510957,3551.25
B0005,21,11,1.8246195526864504,,3.549292319740949,38.54143406601644,44.66870036616091,24.0,1.863380178294828,3530.25
B0005,24,12,1.8142019357673917,,3.559759220648976,38.52197451768004,44.66870036616091,24.0,1.872968810287894,3491.016
B0005,26,13,1.8137521577549054,,3.558081969139198,38.582485834057856,44.66870036616091,24.0,1.8826095043160833,3470.281
B0005,28,14,1.8134404914735822,,3.555692244172496,38.520294134873915,44.66870036616091,24.0,1.882536787636365,3470.0
B0005,30,15,1.8025980036306504,,3.562746818017503,38.21358592965045,44.66870036616091,24.0,1.8817935155260215,3450.297
B0005,32,16,1.80210690024615,,3.5614521756489204,38.1983618706913,44.66870036616091,24.0,1.8921861285036712,3429.407
B0005,34,17,1.802579500826209,,3.5603420474985823,38.31926916027133,44.66870036616091,24.0,1.9027629207037406,3409.484
B0005,36,18,1.8030683142834096,,3.5591189041401865,38.4787542519308,44.66870036616091,24.0,1.9133470605822436,3390.422
B0005,38,19,1.8027776247196041,,3.557886771846508,38.54659017774874,44.66870036616091,24.0,1.9131602105481538,3390.281
B0005,41,20,1.8470259949329193,,3.5520375235511907,38.44749852224995,44.66870036616091,24.0,1.8553455745575975,3591.734
B0005,45,21,1.847417311283644,,3.5525668436897124,38.992275791716615,44.8434305733461,24.0,1.8746995273150975,3552.297
B0005,49,22,1.8361774213478947,,3.556794038327039,38.51424197364312,45.10114851143001,24.0,1.873827212788385,3531.578
B0005,53,23,1.8257807475776242,,3.5614100044534203,38.165816144899125,44.172075577171746,24.0,1.883193546754683,3492.907
B0005,57,24,1.8251136435078368,,3.5566107947817986,38.16526203587147,43.78662819607592,24.0,1.873239184822504,3511.594
B0005,61,25,1.8255815042203762,,3.5586742170266272,38.27549578575718,44.639321988785234,24.0,1.9139593751505897,3431.9370000000054
B0005,65,26,1.8140311275083907,,3.564103182686905,37.982160799183106,43.55878577547537,24.0,1.9030532722310995,3431.125
B0005,69,27,1.8147691941158939,,3.559588063594272,38.11100191887773,45.26547818261783,24.0,1.9134590742247914,3412.406
B0005,73,28,1.813969388710352,,3.556833231052199,38.18831137948753,44.48371577743467,24.0,1.913620909902553,3410.688
B0005,77,29,1.802765665167823,,3.5624410850948944,37.998541119085836,44.41416485910045,24.0,1.9025819745719061,3410.718
B0005,81,30,1.804077040117352,,3.5591407106855666,38.194201649765226,44.53544590029642,24.0,1.9130621638638965,3392.719
B0005,85,31,1.8518025516704486,,3.5573161327793144,38.45796400011448,46.10646564263781,24.0,1.920618117118412,3470.672
B0005,89,32,1.8307038456739428,,3.561870782772737,38.49126351534004,46.46251600050638,24.0,1.9298830859597569,3414.109
B0005,93,33,1.8199041089501267,,3.5617586337260088,38.31473393357882,47.72385451119983,24.0,1.9293005284805407,3395.219
B0005,97,34,1.8093079637028517,,3.5597307651083123,37.861934640176806,46.94022963323793,24.0,1.923330987770314,3386.0
B0005,101,35,1.80460990458052,,3.5575937553540915,37.90665575786083,47.02798243208013,24.0,1.9284469980320087,3368.187
B0005,105,36,1.7993770651972192,,3.5597237883937995,38.34003238560517,47.755380262671636,24.0,1.9231439161693824,3368.266
B0005,109,37,1.7884432335370462,,3.559061771422033,38.0745950590744,47.022939446838436,24.0,1.9170149640438081,3358.719
B0005,113,38,1.7829230484252723,,3.557015527748059,38.07252758016199,46.24537047752808,24.0,1.922048805055383,3339.5
B0005,117,39,1.7730337158018288,,3.5562481933590964,37.80133585100446,46.18610336751238,24.0,1.9162302821549877,3331.265
B0005,121,40,1.773037755078937,,3.5532756526091784,38.39873985476869,47.737370143131166,24.0,1.9220800182578983,3321.188
B0005,125,41,1.7678721106662054,,3.556266431640255,38.74929237918251,48.38334154876506,24.0,1.9162417890311958,3321.844
B0005,129,42,1.7623150704093087,,3.5563095420140822,38.87275464755104,48.037510039299484,24.0,1.9158809823517762,3311.828
B0005,133,43,1.7676172924938447,,3.558950851054106,38.503541429116005,48.086960073381945,24.0,1.9114406265753041,3327.391
B0005,135,44,1.762668359743147,,3.5534418211598053,38.27009094548294,48.15104655957722,24.0,1.9158166997544155,3312.078
B0005,139,45,1.7517304870664143,,3.5510121537420285,38.11684755251712,47.54728174038817,24.0,1.9151304155635374,3293.172
B0005,143,46,1.7418496047960008,,3.551317608213948,38.04152715355532,47.64092098948851,24.0,1.9148485784393638,3275.328
B0005,147,47,1.7360913511847138,,3.549003180550162,38.17980302242767,48.42436953177311,24.0,1.9144128654409127,3265.016
B0005,149,48,1.7936240148573608,,3.5597648340955175,40.71218198711114,48.93386185534073,24.0,1.9388813849818083,3328.937
B0005,153,49,1.7831890223273275,,3.5623454342368555,39.885261233152924,49.43074564871873,24.0,1.927509725704535,3329.266
B0005,157,50,1.7673642076278957,,3.558336657621618,39.18287352945846,49.74822543014387,24.0,1.9267185977839403,3301.579
B0005,161,51,1.7570177850353066,,3.554013138622869,38.951564804030774,49.884865944753905,24.0,1.9261308349663746,3283.563
